address_name,address_url,address_type,address_price,address_bedrooms,address_bathrooms,address_sqft
"1739 Poipu Aina Pl, Koloa, HI 96756",https://www.zillow.com/homedetails/1739-Poipu-Aina-Pl-Koloa-HI-96756/2095419869_zpid/,Lot / Land for sale,"$760,000.00",2.64 acres lot,,
"44 Ka Opua Pl #44, Koloa, HI 96756",https://www.zillow.com/homedetails/44-Ka-Opua-Pl-44-Koloa-HI-96756/2080773616_zpid/,Lot / Land for sale,"$1,185,000.00",0.42 acres lot,,
"4331 Kauai Beach Dr #3116, Lihue, HI 96766",https://www.zillow.com/homedetails/4331-Kauai-Beach-Dr-3116-Lihue-HI-96766/119236468_zpid/,Condo for sale,"$198,500.00",Studio,1 ba,320 sqft
"5286 7 E Kalalea View Dr, Anahola, HI 96703",https://www.zillow.com/homedetails/5286-7-E-Kalalea-View-Dr-Anahola-HI-96703/2091640344_zpid/,Lot / Land for sale,"$2,880,000.00",4.63 acres lot,,
"Anini Vista Dr APT C, Kilauea, HI 96754",https://www.zillow.com/homedetails/Anini-Vista-Dr-APT-C-Kilauea-HI-96754/2080969927_zpid/,Lot / Land for sale,"$4,700,000.00",3.35 acres lot,,
"4 Kainani Pl #D, Koloa, HI 96756",https://www.zillow.com/homedetails/4-Kainani-Pl-D-Koloa-HI-96756/2081888948_zpid/,Lot / Land for sale,"$1,295,000.00",0.42 acres lot,,
"2 Kainani Pl #B, Koloa, HI 96756",https://www.zillow.com/homedetails/2-Kainani-Pl-B-Koloa-HI-96756/2082019315_zpid/,Lot / Land for sale,"$1,375,000.00",0.46 acres lot,,
"Kapoli St, Anahola, HI 96703",https://www.zillow.com/homedetails/Kapoli-St-Anahola-HI-96703/2081964003_zpid/,Lot / Land for sale,"$1,625,000.00",12.64 acres lot,,
"Anini Vista Dr #7C, Kilauea, HI 96754",https://www.zillow.com/homedetails/Anini-Vista-Dr-7C-Kilauea-HI-96754/2081274651_zpid/,Lot / Land for sale,"$1,550,000.00",1.19 acres lot,,
"3926 Waha Rd #2, Kalaheo, HI 96741",https://www.zillow.com/homedetails/3926-Waha-Rd-2-Kalaheo-HI-96741/2077771920_zpid/,House for sale,"$899,000.00",3 bds,3 ba,"1,728 sqft"
"5415 Aalu Pl #6, Koloa, HI 96756",https://www.zillow.com/homedetails/5415-Aalu-Pl-6-Koloa-HI-96756/89045845_zpid/,House for sale,"$899,000.00",4 bds,2 ba,"1,568 sqft"
"4-820 Kuhio Hwy APT A101, Kapaa, HI 96746",https://www.zillow.com/homedetails/4-820-Kuhio-Hwy-APT-A101-Kapaa-HI-96746/2085675850_zpid/,Condo for sale,"$539,000.00",1 bd,2 ba,824 sqft
"1842 Kaehulua Pl, Kapaa, HI 96746",https://www.zillow.com/homedetails/1842-Kaehulua-Pl-Kapaa-HI-96746/729623_zpid/,Pre-foreclosure,"Est. $669,816",3 bds,2 ba,912 sqft
"5892 Wailaau Rd, Koloa, HI 96756",https://www.zillow.com/homedetails/5892-Wailaau-Rd-Koloa-HI-96756/722374_zpid/,Foreclosed,"Est. $562,191",4 bds,2.5 ba,"1,735 sqft"
"4523 Kaao Rd, Kapaa, HI 96751",https://www.zillow.com/homedetails/4523-Kaao-Rd-Kapaa-HI-96751/730454_zpid/,Pre-foreclosure,"Est. $494,300",3 bds,1 ba,"1,350 sqft"
"4912 Ohu Rd, Kapaa, HI 96746",https://www.zillow.com/homedetails/4912-Ohu-Rd-Kapaa-HI-96746/729044_zpid/,Foreclosed,"Est. $425,349",6 bds,2 ba,"2,828 sqft"
"15-2813 Manini St, Pahoa, HI 96778",https://www.zillow.com/homedetails/15-2813-Manini-St-Pahoa-HI-96778/541609_zpid/,House for sale,"$260,000.00",3 bds,3 ba,"1,056 sqft"
"15-1713 6th Ave, Keaau, HI 96749",https://www.zillow.com/homedetails/15-1713-6th-Ave-Keaau-HI-96749/138288181_zpid/,House for sale,"$464,900.00",4 bds,3 ba,"2,161 sqft"
"13-3433 Kupono St, Pahoa, HI 96778",https://www.zillow.com/homedetails/13-3433-Kupono-St-Pahoa-HI-96778/533359_zpid/,House for sale,"$265,000.00",4 bds,2 ba,"1,858 sqft"
"11-3883 4th St, Volcano, HI 96785",https://www.zillow.com/homedetails/11-3883-4th-St-Volcano-HI-96785/2084090960_zpid/,House for sale,"$199,000.00",1 bd,1 ba,360 sqft
"1133 Alaula St, Volcano, HI 96785",https://www.zillow.com/homedetails/1133-Alaula-St-Volcano-HI-96785/2079323946_zpid/,For sale by owner,"$100,000.00",Studio,-- ba,320 sqft
"73-4746 Aukai Pl, Kailua Kona, HI 96740",https://www.zillow.com/homedetails/73-4746-Aukai-Pl-Kailua-Kona-HI-96740/2077777498_zpid/,House for sale,"$19,450,000.00",6 bds,7 ba,"5,532 sqft"
"75-5816 Pikake Pl, Kailua Kona, HI 96740",https://www.zillow.com/homedetails/75-5816-Pikake-Pl-Kailua-Kona-HI-96740/299980384_zpid/,House for sale,"$3,400,000.00",4 bds,5 ba,"4,166 sqft"
"73-4173 Oluolu Pl, Kailua Kona, HI 96740",https://www.zillow.com/homedetails/73-4173-Oluolu-Pl-Kailua-Kona-HI-96740/568373_zpid/,House for sale,"$580,000.00",3 bds,2 ba,"1,228 sqft"
"15-2828 S Mahimahi St, Pahoa, HI 96778",https://www.zillow.com/homedetails/15-2828-S-Mahimahi-St-Pahoa-HI-96778/2077879246_zpid/,House for sale,"$219,000.00",3 bds,2 ba,"1,151 sqft"
"15-1488 15th Ave, Keaau, HI 96749",https://www.zillow.com/homedetails/15-1488-15th-Ave-Keaau-HI-96749/2077801114_zpid/,House for sale,"$375,000.00",5 bds,4 ba,"2,208 sqft"
"68-3554 Aaka Pl, Waikoloa, HI 96738",https://www.zillow.com/homedetails/68-3554-Aaka-Pl-Waikoloa-HI-96738/565752_zpid/,House for sale,"$1,550,000.00",4 bds,3 ba,"3,548 sqft"
"73-4424 Hawaii Belt Rd, Kailua Kona, HI 96740",https://www.zillow.com/homedetails/73-4424-Hawaii-Belt-Rd-Kailua-Kona-HI-96740/138325555_zpid/,House for sale,"$499,900.00",4 bds,2 ba,"2,018 sqft"
"15-1079 Ala Heiau Rd, Keaau, HI 96749",https://www.zillow.com/homedetails/15-1079-Ala-Heiau-Rd-Keaau-HI-96749/92456715_zpid/,House for sale,"$799,500.00",3 bds,4 ba,"2,644 sqft"
"92-9016 Lotus Blossom Ln, Captain Cook, HI 96704",https://www.zillow.com/homedetails/92-9016-Lotus-Blossom-Ln-Captain-Cook-HI-96704/2077902020_zpid/,House for sale,"$145,000.00",2 bds,1 ba,400 sqft
"75-302 W Kakalina Pl, Kailua Kona, HI 96740",https://www.zillow.com/homedetails/75-302-W-Kakalina-Pl-Kailua-Kona-HI-96740/570990_zpid/,House for sale,"$829,000.00",3 bds,2 ba,"1,482 sqft"
"16-2044 Hanale Dr, Pahoa, HI 96778",https://www.zillow.com/homedetails/16-2044-Hanale-Dr-Pahoa-HI-96778/80322590_zpid/,House for sale,"$265,000.00",3 bds,2 ba,"1,142 sqft"
"92-1669 Walaka Dr, Captain Cook, HI 96704",https://www.zillow.com/homedetails/92-1669-Walaka-Dr-Captain-Cook-HI-96704/299980834_zpid/,House for sale,"$69,900.00",1 bd,1 ba,288 sqft
"12-7126 Waioleka St, Pahoa, HI 96778",https://www.zillow.com/homedetails/12-7126-Waioleka-St-Pahoa-HI-96778/533025_zpid/,House for sale,"$550,000.00",3 bds,2 ba,"1,348 sqft"
"92-8869 Macadamia Dr, Ocean View, HI 96704",https://www.zillow.com/homedetails/92-8869-Macadamia-Dr-Ocean-View-HI-96704/575944_zpid/,For sale by owner,"$299,000.00",1 bd,2 ba,624 sqft
"15-940 Paradise Ala Kai Dr, Keaau, HI 96749",https://www.zillow.com/homedetails/15-940-Paradise-Ala-Kai-Dr-Keaau-HI-96749/80322295_zpid/,House for sale,"$680,000.00",3 bds,3 ba,"2,060 sqft"
"11-2888 Alii Kane St, Volcano, HI 96785",https://www.zillow.com/homedetails/11-2888-Alii-Kane-St-Volcano-HI-96785/2077777497_zpid/,House for sale,"$329,000.00",2 bds,2 ba,960 sqft
"67 Saddle Rd, Kamuela, HI 96743",https://www.zillow.com/homedetails/67-Saddle-Rd-Kamuela-HI-96743/2081437299_zpid/,House for sale,"$2,450,000.00",Studio,-- ba,"16,216 sqft"
"15-2705 Welea St, Pahoa, HI 96778",https://www.zillow.com/homedetails/15-2705-Welea-St-Pahoa-HI-96778/539967_zpid/,House for sale,"$599,000.00",3 bds,2 ba,"1,111 sqft"
"19-3963 Laukapu Ave, Volcano, HI 96785",https://www.zillow.com/homedetails/19-3963-Laukapu-Ave-Volcano-HI-96785/544949_zpid/,Foreclosure,"$243,800.00",4 bds,2 ba,"1,664 sqft"
"76-6280 Alii Dr #2, Kailua Kona, HI 96740",https://www.zillow.com/homedetails/76-6280-Alii-Dr-2-Kailua-Kona-HI-96740/2077777495_zpid/,Apartment for sale,"$2,473,000.00",4 bds,5 ba,"2,379 sqft"
"87-2885 Hawaii Belt Rd, Captain Cook, HI 96704",https://www.zillow.com/homedetails/87-2885-Hawaii-Belt-Rd-Captain-Cook-HI-96704/2085908732_zpid/,House for sale,"$599,000.00",4 bds,3 ba,"2,276 sqft"
"73-1245 Kaiminani Dr, Kailua Kona, HI 96740",https://www.zillow.com/homedetails/73-1245-Kaiminani-Dr-Kailua-Kona-HI-96740/567749_zpid/,House for sale,"$599,000.00",2 bds,2 ba,"1,472 sqft"
"15-2680 Opelu St, Pahoa, HI 96778",https://www.zillow.com/homedetails/15-2680-Opelu-St-Pahoa-HI-96778/539892_zpid/,House for sale,"$249,000.00",3 bds,3 ba,"1,298 sqft"
"56-3083 Puakea Bay Dr, Hawi, HI 96719",https://www.zillow.com/homedetails/56-3083-Puakea-Bay-Dr-Hawi-HI-96719/138315225_zpid/,House for sale,"$6,590,000.00",9 bds,12 ba,"12,927 sqft"
"39 Puuko St, Hilo, HI 96720",https://www.zillow.com/homedetails/39-Puuko-St-Hilo-HI-96720/555015_zpid/,House for sale,"$499,000.00",3 bds,3 ba,"1,880 sqft"
"18-1222 Volcano Rd, Mountain View, HI 96771",https://www.zillow.com/homedetails/18-1222-Volcano-Rd-Mountain-View-HI-96771/544320_zpid/,House for sale,"$210,000.00",3 bds,2 ba,"1,032 sqft"
"68-3766 Mana Hua Pl, Waikoloa, HI 96738",https://www.zillow.com/homedetails/68-3766-Mana-Hua-Pl-Waikoloa-HI-96738/564690_zpid/,House for sale,"$529,000.00",3 bds,2 ba,"1,600 sqft"
"78-6440 Mamalahoa Hwy, Kailua Kona, HI 96725",https://www.zillow.com/homedetails/78-6440-Mamalahoa-Hwy-Kailua-Kona-HI-96725/138337905_zpid/,House for sale,"$510,000.00",2 bds,3 ba,"1,792 sqft"
"18-1212 Kauai St, Mountain View, HI 96771",https://www.zillow.com/homedetails/18-1212-Kauai-St-Mountain-View-HI-96771/138294613_zpid/,House for sale,"$74,000.00",1 bd,1 ba,504 sqft
"92-1884 Ocean View Pkwy, Ocean View, HI 96704",https://www.zillow.com/homedetails/92-1884-Ocean-View-Pkwy-Ocean-View-HI-96704/138343051_zpid/,House for sale,"$260,000.00",3 bds,2 ba,"1,120 sqft"
"76-4312 Leilani St, Kailua Kona, HI 96740",https://www.zillow.com/homedetails/76-4312-Leilani-St-Kailua-Kona-HI-96740/572091_zpid/,House for sale,"$930,000.00",2 bds,3 ba,"1,894 sqft"
"15-1361 Auina Rd, Pahoa, HI 96778",https://www.zillow.com/homedetails/15-1361-Auina-Rd-Pahoa-HI-96778/138291020_zpid/,House for sale,"$95,000.00",3 bds,1 ba,"1,440 sqft"
"208 Kuleana Loop, Hilo, HI 96720",https://www.zillow.com/homedetails/208-Kuleana-Loop-Hilo-HI-96720/553137_zpid/,House for sale,"$395,000.00",5 bds,2 ba,"2,032 sqft"
"75-233 Nani Kailua Dr, Kailua Kona, HI 96740",https://www.zillow.com/homedetails/75-233-Nani-Kailua-Dr-Kailua-Kona-HI-96740/569720_zpid/,House for sale,"$490,000.00",3 bds,2 ba,"1,209 sqft"
"15-848 Kahakai Blvd, Pahoa, HI 96778",https://www.zillow.com/homedetails/15-848-Kahakai-Blvd-Pahoa-HI-96778/299959050_zpid/,House for sale,"$175,000.00",2 bds,1 ba,-- sqft
"62-1176 Puahia St, Kamuela, HI 96743",https://www.zillow.com/homedetails/62-1176-Puahia-St-Kamuela-HI-96743/562505_zpid/,House for sale,"$849,000.00",3 bds,4 ba,"2,486 sqft"
"75-233 Nani Kailua Dr, Kailua Kona, HI 96740",https://www.zillow.com/homedetails/75-233-Nani-Kailua-Dr-Kailua-Kona-HI-96740/569720_zpid/,House for sale,"$490,000.00",3 bds,2 ba,"1,209 sqft"
"15-1455 27th Ave, Keaau, HI 96749",https://www.zillow.com/homedetails/15-1455-27th-Ave-Keaau-HI-96749/2077782710_zpid/,House for sale,"$345,000.00",3 bds,2 ba,"1,466 sqft"
"15-848 Kahakai Blvd, Pahoa, HI 96778",https://www.zillow.com/homedetails/15-848-Kahakai-Blvd-Pahoa-HI-96778/299959050_zpid/,House for sale,"$175,000.00",2 bds,1 ba,-- sqft
"1896 Kalanianaole Ave, Hilo, HI 96720",https://www.zillow.com/homedetails/1896-Kalanianaole-Ave-Hilo-HI-96720/545544_zpid/,House for sale,"$1,100,000.00",9 bds,4 ba,"2,873 sqft"
"76-6123 Plumeria Rd, Kailua Kona, HI 96740",https://www.zillow.com/homedetails/76-6123-Plumeria-Rd-Kailua-Kona-HI-96740/571408_zpid/,House for sale,"$610,000.00",4 bds,3 ba,"1,812 sqft"
"72-2747 Uluweuweu Akau Pl, Kailua Kona, HI 96740",https://www.zillow.com/homedetails/72-2747-Uluweuweu-Akau-Pl-Kailua-Kona-HI-96740/92453542_zpid/,House for sale,"$45,000,000.00",6 bds,8 ba,"8,724 sqft"
"59-154 Kohala Ranch Rd, Kamuela, HI 96743",https://www.zillow.com/homedetails/59-154-Kohala-Ranch-Rd-Kamuela-HI-96743/138315532_zpid/,House for sale,"$2,950,000.00",7 bds,10 ba,"8,075 sqft"
"15-2683 Palani St, Pahoa, HI 96778",https://www.zillow.com/homedetails/15-2683-Palani-St-Pahoa-HI-96778/540034_zpid/,House for sale,"$225,000.00",3 bds,3 ba,"1,452 sqft"
"13-965 Kahukai St, Pahoa, HI 96778",https://www.zillow.com/homedetails/13-965-Kahukai-St-Pahoa-HI-96778/138282863_zpid/,House for sale,"$197,500.00",3 bds,3 ba,"1,188 sqft"
"16-1590 37th Ave, Avenue, HI 96760",https://www.zillow.com/homedetails/16-1590-37th-Ave-Avenue-HI-96760/240378781_zpid/,House for sale,"$229,000.00",3 bds,2 ba,"1,996 sqft"
"45-300 Haina Cp #11, Honokaa, HI 96727",https://www.zillow.com/homedetails/45-300-Haina-Cp-11-Honokaa-HI-96727/2077805398_zpid/,Foreclosure,"$75,000.00",8.88 acres lot,,
"15-2728 Welea St, Pahoa, HI 96778",https://www.zillow.com/homedetails/15-2728-Welea-St-Pahoa-HI-96778/538127_zpid/,House for sale,"$670,000.00",4 bds,3 ba,"2,200 sqft"
"11 Lahi St #3505, Hilo, HI 96720",https://www.zillow.com/homedetails/11-Lahi-St-3505-Hilo-HI-96720/138280630_zpid/,House for sale,"$419,000.00",4 bds,4 ba,"1,824 sqft"
"15-632 Puni Mauka Loop N, Pahoa, HI 96778",https://www.zillow.com/homedetails/15-632-Puni-Mauka-Loop-N-Pahoa-HI-96778/538876_zpid/,House for sale,"$269,000.00",2 bds,2 ba,928 sqft
"92-1811 Kona Dr, Ocean View, HI 96704",https://www.zillow.com/homedetails/92-1811-Kona-Dr-Ocean-View-HI-96704/575693_zpid/,Auction,$113K,4 bds,2 ba,"2,496 sqft"
"92-8651 Paradise Pkwy, Ocean View, HI 96704",https://www.zillow.com/homedetails/92-8651-Paradise-Pkwy-Ocean-View-HI-96704/575822_zpid/,House for sale,"$349,000.00",4 bds,3 ba,"1,958 sqft"
"92-8687 Macadamia Dr, Ocean View, HI 96704",https://www.zillow.com/homedetails/92-8687-Macadamia-Dr-Ocean-View-HI-96704/138344156_zpid/,Foreclosure,"$284,900.00",4 bds,2 ba,"1,624 sqft"
"15-774 Paradise Ala Kai Dr, Keaau, HI 96749",https://www.zillow.com/homedetails/15-774-Paradise-Ala-Kai-Dr-Keaau-HI-96749/89180194_zpid/,House for sale,"$649,000.00",2 bds,2 ba,"1,992 sqft"
"15-121 Puhi St, Pahoa, HI 96778",https://www.zillow.com/homedetails/15-121-Puhi-St-Pahoa-HI-96778/540012_zpid/,House for sale,"$389,000.00",3 bds,3 ba,"1,824 sqft"
"68-3947 Moana Pl SUITE 3803, Waikoloa, HI 96738",https://www.zillow.com/homedetails/68-3947-Moana-Pl-SUITE-3803-Waikoloa-HI-96738/2077789081_zpid/,Condo for sale,"$360,000.00",3 bds,3 ba,"1,245 sqft"
"18-4231 N Glenwood Rd, Mountain View, HI 96771",https://www.zillow.com/homedetails/18-4231-N-Glenwood-Rd-Mountain-View-HI-96771/138294585_zpid/,House for sale,"$389,000.00",3 bds,4 ba,"1,464 sqft"
"92-1967 Palm Pkwy, Ocean View, HI 96704",https://www.zillow.com/homedetails/92-1967-Palm-Pkwy-Ocean-View-HI-96704/89182346_zpid/,House for sale,"$239,000.00",3 bds,2 ba,"2,765 sqft"
"68-3728 Kimo Nui St, Waikoloa, HI 96738",https://www.zillow.com/homedetails/68-3728-Kimo-Nui-St-Waikoloa-HI-96738/565626_zpid/,House for sale,"$810,000.00",3 bds,3 ba,"2,218 sqft"
"75-209 Aloha Kona Dr, Kailua Kona, HI 96740",https://www.zillow.com/homedetails/75-209-Aloha-Kona-Dr-Kailua-Kona-HI-96740/570246_zpid/,House for sale,"$529,000.00",2 bds,1 ba,"1,024 sqft"
"73-1185 Akaula St, Street, HI 96740",https://www.zillow.com/homedetails/73-1185-Akaula-St-Street-HI-96740/72508052_zpid/,House for sale,"$895,000.00",4 bds,2 ba,"2,106 sqft"
"76-118 Kamehamalu St, Kailua Kona, HI 96740",https://www.zillow.com/homedetails/76-118-Kamehamalu-St-Kailua-Kona-HI-96740/572080_zpid/,House for sale,"$899,900.00",3 bds,2 ba,"1,862 sqft"
"15-1714 24th Ave, Keaau, HI 96749",https://www.zillow.com/homedetails/15-1714-24th-Ave-Keaau-HI-96749/138287291_zpid/,Foreclosure,"$135,000.00",2 bds,1 ba,"1,120 sqft"
"Seadrift Rd, Pahoa, HI 96778",https://www.zillow.com/homedetails/Seadrift-Rd-Pahoa-HI-96778/299958000_zpid/,House for sale,"$18,000.00",Studio,-- ba,192 sqft
"62-2005 W Ohina Pl, Kamuela, HI 96743",https://www.zillow.com/homedetails/62-2005-W-Ohina-Pl-Kamuela-HI-96743/562483_zpid/,House for sale,"$574,900.00",3 bds,2 ba,"1,440 sqft"
"15-1336 26th Ave, Keaau, HI 96749",https://www.zillow.com/homedetails/15-1336-26th-Ave-Keaau-HI-96749/138286611_zpid/,House for sale,"$345,000.00",5 bds,4 ba,"2,150 sqft"
"16-272 Aulii St, Street, HI 96749",https://www.zillow.com/homedetails/16-272-Aulii-St-Street-HI-96749/80322348_zpid/,House for sale,"$435,000.00",3 bds,3 ba,"2,475 sqft"
"15-670 Puni Mauka Loop S, Pahoa, HI 96778",https://www.zillow.com/homedetails/15-670-Puni-Mauka-Loop-S-Pahoa-HI-96778/540966_zpid/,Foreclosure,"$100,000.00",3 bds,2 ba,"1,284 sqft"
"27-295 Kaieie Rd, Papaikou, HI 96781",https://www.zillow.com/homedetails/27-295-Kaieie-Rd-Papaikou-HI-96781/558085_zpid/,House for sale,"$524,999.00",4 bds,2 ba,"1,880 sqft"
"31-196 Hawaii Belt Rd, Ninole, HI 96773",https://www.zillow.com/homedetails/31-196-Hawaii-Belt-Rd-Ninole-HI-96773/2077954305_zpid/,House for sale,"$1,600,000.00",10 bds,11 ba,"8,560 sqft"
"Unit 11, Papaaloa, HI 96780",https://www.zillow.com/homedetails/Unit-11-Papaaloa-HI-96780/2082345586_zpid/,Lot / Land for sale,"$290,000.00",5 acres lot,,
"Waimaka O Pele Rd #8501, Mountain View, HI 96771",https://www.zillow.com/homedetails/Waimaka-O-Pele-Rd-8501-Mountain-View-HI-96771/2082344438_zpid/,Lot / Land for sale,"$123,000.00",20 acres lot,,
"71-1707 Puu Kamanu Loop, Kailua Kona, HI 96740",https://www.zillow.com/homedetails/71-1707-Puu-Kamanu-Loop-Kailua-Kona-HI-96740/566476_zpid/,House for sale,"$879,000.00",3 bds,2 ba,"1,876 sqft"
"27-111 Hikina Pl, Hilo, HI 96720",https://www.zillow.com/homedetails/27-111-Hikina-Pl-Hilo-HI-96720/558492_zpid/,For sale by owner,"$949,000.00",3 bds,3 ba,"2,281 sqft"
"11-3788 6th St, Volcano, HI 96785",https://www.zillow.com/homedetails/11-3788-6th-St-Volcano-HI-96785/531142_zpid/,House for sale,"$259,500.00",3 bds,2 ba,"1,200 sqft"
"18-4172 Komo St, Mountain View, HI 96785",https://www.zillow.com/homedetails/18-4172-Komo-St-Mountain-View-HI-96785/299979523_zpid/,For sale by owner,"$62,000.00",Studio,-- ba,576 sqft
"15-885 Paradise Ala Kai Dr, Keaau, HI 96749",https://www.zillow.com/homedetails/15-885-Paradise-Ala-Kai-Dr-Keaau-HI-96749/89177391_zpid/,House for sale,"$840,000.00",3 bds,3.25 ba,"2,320 sqft"
"16-1783 34th Ave, Avenue, HI 96749",https://www.zillow.com/homedetails/16-1783-34th-Ave-Avenue-HI-96749/299971610_zpid/,Auction,$111K,3 bds,2 ba,"1,232 sqft"
"11-3031 Ala Naulani, Volcano, HI 96785",https://www.zillow.com/homedetails/11-3031-Ala-Naulani-Volcano-HI-96785/2078416046_zpid/,House for sale,"$265,000.00",3 bds,3 ba,"1,476 sqft"
"77-220 Hoomohala Rd, Kailua Kona, HI 96740",https://www.zillow.com/homedetails/77-220-Hoomohala-Rd-Kailua-Kona-HI-96740/61181298_zpid/,House for sale,"$889,000.00",3 bds,2 ba,"1,594 sqft"
"62-3469 Lanikeha Way, Kamuela, HI 96743",https://www.zillow.com/homedetails/62-3469-Lanikeha-Way-Kamuela-HI-96743/562565_zpid/,House for sale,"$3,900,000.00",4 bds,4 ba,"4,056 sqft"
"94-6704 Mamalahoa Hwy #2, Naalehu, HI 96772",https://www.zillow.com/homedetails/94-6704-Mamalahoa-Hwy-2-Naalehu-HI-96772/2077801111_zpid/,House for sale,"$399,000.00",1 bd,1 ba,912 sqft
"13-1195 Kahukai St, Pahoa, HI 96778",https://www.zillow.com/homedetails/13-1195-Kahukai-St-Pahoa-HI-96778/120850880_zpid/,House for sale,"$130,000.00",3 bds,1 ba,576 sqft
"81-528 Kaiue St LOT 38, Kealakekua, HI 96750",https://www.zillow.com/homedetails/81-528-Kaiue-St-LOT-38-Kealakekua-HI-96750/2077809420_zpid/,Lot / Land for sale,"$225,000.00",1.06 acres lot,,
"71-1707 Puu Kamanu Loop, Kailua Kona, HI 96740",https://www.zillow.com/homedetails/71-1707-Puu-Kamanu-Loop-Kailua-Kona-HI-96740/566476_zpid/,House for sale,"$879,000.00",3 bds,2 ba,"1,876 sqft"
"13-1001 Kamaili Rd, Pahoa, HI 96778",https://www.zillow.com/homedetails/13-1001-Kamaili-Rd-Pahoa-HI-96778/138282136_zpid/,House for sale,"$600,000.00",3 bds,3 ba,"1,704 sqft"
"76-218 Royal Poinciana Dr #3A, Kailua Kona, HI 96740",https://www.zillow.com/homedetails/76-218-Royal-Poinciana-Dr-3A-Kailua-Kona-HI-96740/571801_zpid/,House for sale,"$425,000.00",2 bds,2 ba,"1,030 sqft"
"92-8617 Iwalani Pkwy, Captain Cook, HI 96704",https://www.zillow.com/homedetails/92-8617-Iwalani-Pkwy-Captain-Cook-HI-96704/2078101589_zpid/,House for sale,"$29,000.00",Studio,-- ba,-- sqft
"77-459 Moeuhane Pl, Kailua Kona, HI 96740",https://www.zillow.com/homedetails/77-459-Moeuhane-Pl-Kailua-Kona-HI-96740/72580929_zpid/,House for sale,"$799,000.00",3 bds,2 ba,"1,681 sqft"
"58-1436 Kaiholena Pl, Hawi, HI 96719",https://www.zillow.com/homedetails/58-1436-Kaiholena-Pl-Hawi-HI-96719/248425427_zpid/,House for sale,"$1,850,000.00",3 bds,3 ba,"2,200 sqft"
"74-5136 Kaalaea Pl, Kailua Kona, HI 96740",https://www.zillow.com/homedetails/74-5136-Kaalaea-Pl-Kailua-Kona-HI-96740/568892_zpid/,House for sale,"$340,000.00",3 bds,2 ba,"1,020 sqft"
"84-5085 Painted Church Rd, Captain Cook, HI 96704",https://www.zillow.com/homedetails/84-5085-Painted-Church-Rd-Captain-Cook-HI-96704/575190_zpid/,House for sale,"$499,000.00",3 bds,2 ba,"1,992 sqft"
"92-8823 Bamboo Ln, Captain Cook, HI 96704",https://www.zillow.com/homedetails/92-8823-Bamboo-Ln-Captain-Cook-HI-96704/299980821_zpid/,House for sale,"$90,000.00",2 bds,2 ba,568 sqft
"78-6968 Mamalahoa Hwy, Holualoa, HI 96725",https://www.zillow.com/homedetails/78-6968-Mamalahoa-Hwy-Holualoa-HI-96725/138337795_zpid/,House for sale,"$299,000.00",3 bds,1 ba,800 sqft
"67-1065 Wainoenoe Rd, Kamuela, HI 96743",https://www.zillow.com/homedetails/67-1065-Wainoenoe-Rd-Kamuela-HI-96743/80323507_zpid/,For sale by owner,"$1,590,000.00",4 bds,5 ba,"4,242 sqft"
"13-6260 Kalapana Kapoho Beach Rd, Pahoa, HI 96778",https://www.zillow.com/homedetails/13-6260-Kalapana-Kapoho-Beach-Rd-Pahoa-HI-96778/240502139_zpid/,House for sale,"$370,000.00",Studio,-- ba,"2,360 sqft"
"146 Alahelenui St, Hilo, HI 96720",https://www.zillow.com/homedetails/146-Alahelenui-St-Hilo-HI-96720/556511_zpid/,House for sale,"$399,000.00",4 bds,3 ba,"1,860 sqft"
"75-5681 Kuakini Hwy APT 317, Kailua Kona, HI 96740",https://www.zillow.com/homedetails/75-5681-Kuakini-Hwy-APT-317-Kailua-Kona-HI-96740/71664279_zpid/,Condo for sale,"$269,000.00",1 bd,1 ba,753 sqft
"15-848 N Kahakai Blvd, Pahoa, HI 96778",https://www.zillow.com/homedetails/15-848-N-Kahakai-Blvd-Pahoa-HI-96778/2077793648_zpid/,House for sale,"$175,000.00",2 bds,1 ba,640 sqft
"12-144 Mapuana Ave, Pahoa, HI 96778",https://www.zillow.com/homedetails/12-144-Mapuana-Ave-Pahoa-HI-96778/117586952_zpid/,For sale by owner,"$185,000.00",1 bd,1 ba,688 sqft
"15-2010 15th Ave, Keaau, HI 96749",https://www.zillow.com/homedetails/15-2010-15th-Ave-Keaau-HI-96749/122019495_zpid/,House for sale,"$300,000.00",3 bds,2 ba,"1,362 sqft"
"14-3517 Kauai Rd, Pahoa, HI 96778",https://www.zillow.com/homedetails/14-3517-Kauai-Rd-Pahoa-HI-96778/535668_zpid/,House for sale,"$130,000.00",2 bds,1 ba,864 sqft
"92-8209 Lono Ln, Ocean View, HI 96704",https://www.zillow.com/homedetails/92-8209-Lono-Ln-Ocean-View-HI-96704/2083895999_zpid/,House for sale,"$249,000.00",1 bd,1 ba,874 sqft
"81-6552 Paiai Pl #227, Kealakekua, HI 96750",https://www.zillow.com/homedetails/81-6552-Paiai-Pl-227-Kealakekua-HI-96750/2082344930_zpid/,Lot / Land for sale,"$375,000.00",1.31 acres lot,,
"92-1032 Hokulani Blvd, Ocean View, HI 96704",https://www.zillow.com/homedetails/92-1032-Hokulani-Blvd-Ocean-View-HI-96704/118314287_zpid/,House for sale,"$449,900.00",4 bds,3 ba,"2,039 sqft"
